CO_PROCEDIMENTO,CO_PROCEDIMENTO_SIA_SIH,TP_PROCEDIMENTO
0408020610,39054101,H
0408020628,39043100,H
0408020636,39020088,H
0408020644,39022099,H
0408030011,39032027,H
0408030011,39049027,H
0408030020,39034020,H
0408030038,39003027,H
0408030046,39003027,H
0408030054,39032027,H
0408030054,39049027,H
0408030062,39023028,H
0408030062,39043029,H
0408030070,39024024,H
0408030089,39042022,H
0408030089,39060020,H
0408030097,39032027,H
0408030097,39049027,H
0408030100,39032027,H
0408030100,39049027,H
0408030119,39024024,H
0408030127,39047024,H
0408030135,39044025,H
0408030143,39045021,H
0408030151,39045021,H
0408030160,39045021,H
0408030178,39046028,H
0408030186,39046028,H
0408030194,39046028,H
0408030208,39046028,H
0408030216,39046028,H
0408030224,39046028,H
0408030232,39015025,H
0408030232,39030024,H
0408030240,39033023,H
0408030259,39032027,H
0408030259,39049027,H
0408030267,39031020,H
0408030267,39061027,H
0408030275,39032027,H
0408030275,39049027,H
0408030283,39032027,H
0408030283,39049027,H
0408030291,39032027,H
0408030291,39049027,H
0408030305,39032027,H
0408030305,39049027,H
0408030313,39032027,H
0408030313,39049027,H
0408030321,39032027,H
0408030321,39049027,H
0408030330,39009025,H
0408030348,39070026,H
0408030356,39051021,H
0408030364,39097021,H
0408030372,39073025,H
0408030380,39036022,H
0408030399,39095029,H
0408030402,39035026,H
0408030410,39037029,H
0408030429,39079023,H
0408030437,39096025,H
0408030445,39039021,H
0408030453,39038025,H
0408030461,39038025,H
0408030470,39027112,H
0408030488,39008223,H
0408030500,39050025,H
0408030518,39053024,H
0408030526,39029115,H
0408030534,39056023,H
0408030542,39055027,H
0408030550,39008029,H
0408030569,39052028,H
0408030577,39077020,H
0408030585,39027023,H
0408030593,39028020,H
0408030607,39029026,H
0408030615,39014029,H
0408030615,39064026,H
0408030623,39017028,H
0408030623,39082024,H
0408030631,39016021,H
0408030631,39017028,H
0408030640,39024024,H
0408030658,39074021,H
0408030666,39068021,H
0408030674,39065022,H
0408030682,39066029,H
0408030690,39066029,H
0408030704,39069028,H
0408030712,39032027,H
0408030712,39049027,H
0408030712,39066029,H
0408030720,39066029,H
0408030739,39087026,H
0408030747,39033023,H
0408030755,38007126,H
0408030763,39067025,H
0408030771,39025047,H
0408030780,39072029,H
0408030798,39069028,H
0408030801,39068021,H
0408030810,39068021,H
0408030828,39068021,H
0408030836,39068021,H
0408030844,39068021,H
0408030852,39068021,H
0408030860,39068021,H
0408030879,39068021,H
0408030887,39068021,H
0408030895,39068021,H
0408030909,39068021,H
0408030917,39032027,H
0408030917,39049027,H
0408040017,39002128,H
0408040025,39025110,H
0408040033,39001113,H
0408040041,39029123,H
0408040050,39003124,H
0408040068,39026124,H
0408040076,39025128,H
0408040076,39027120,H
0408040084,39018121,H
0408040092,39016129,H
0408040106,39006123,H
0408040114,39004112,H
0408040122,39022137,H
0408040130,39035123,H
0408040149,39003310,H
0408040149,39026116,H
0408040157,39005119,H
0408040157,39030121,H
0408040165,39021122,H
0408040173,39041123,H
0408040173,83300058,H
0408040173,83500057,H
0408040181,39013120,H
0408040190,39014126,H
0408040190,39039129,H
0408040203,39012115,H
0408040211,99088010,H
0408040211,99089017,H
0408040211,99091011,H
0408040220,39032124,H
0408040238,39030113,H
0408040246,39028119,H
0408040254,39009114,H
0408040254,39010112,H
0408040262,39009114,H
0408040262,39010112,H
0408040270,39015114,H
0408040289,39037126,H
0408040297,39017125,H
0408040300,39016110,H
0408040319,39036120,H
0408040327,39010120,H
0408040335,39011127,H
0408040343,39033120,H
0408050012,39003159,H
0408050012,39004139,H
0408050012,39006140,H
0408050020,39001172,H
0408050020,39046176,H
0408050039,39001164,H
0408050039,39002144,H
0408050039,39022161,H
0408050039,39042170,H
0408050039,39043177,H
0408050039,39044173,H
0408050047,39028143,H
0408050055,39026140,H
0408050055,39027147,H
0408050063,39022145,H
0408050071,39003140,H
0408050080,39007170,H
0408050080,39011186,H
0408050080,39036154,H
0408050080,39048179,H
0408050098,39003221,H
0408050098,39004228,H
0408050098,39005224,H
0408050098,39006220,H
0408050098,39007227,H
0408050101,39008142,H
0408050110,39029140,H
0408050128,39015149,H
0408050136,39036146,H
0408050144,39033163,H
0408050152,39037142,H
0408050160,39043142,H
0408050179,39043142,H
0408050195,09022074,A
0408050195,39030172,H
0408050209,09022074,A
0408050209,39025179,H
0408050217,09022090,A
0408050217,39015165,H
0408050225,09022031,A
0408050225,39019152,H
0408050233,39021130,H
0408050241,09022082,A
0408050241,39026175,H
0408050250,09022040,A
0408050250,39018148,H
0408050250,39019152,H
0408050250,39021130,H
0408050250,39046141,H
0408050268,09022031,A
0408050268,09022066,A
0408050268,39019144,H
0408050276,09022066,A
0408050276,39047148,H
0408050284,09022082,A
0408050284,39029174,H
0408050292,09022082,A
0408050292,39028178,H
0408050306,39011267,H
0408050314,39012263,H
0408050322,39025160,H
0408050330,08064032,A
0408050330,08064040,A
0408050330,08064067,A
0408050330,08064075,A
0408050330,39004155,H
0408050330,39005135,H
0408050349,39050173,H
0408050357,39066177,H
0408050365,39023168,H
0408050373,39028160,H
0408050381,39044130,H
0408050390,39011143,H
0408050390,39061175,H
0408050403,39044149,H
0408050411,39026159,H
0408050420,39035140,H
0408050438,39030130,H
0408050446,39058174,H
0408050454,39015173,H
0408050462,39014177,H
0408050470,39017176,H
0408050489,39012131,H
0408050489,39034127,H
0408050497,39013162,H
0408050500,39011151,H
0408050519,39009130,H
0408050527,39013146,H
0408050535,39070174,H
0408050543,39030164,H
0408050551,39034143,H
0408050560,39069176,H
0408050578,39011160,H
0408050586,39033147,H
0408050594,39032140,H
0408050608,39029166,H
0408050608,39032159,H
0408050616,39045137,H
0408050624,39011135,H
0408050632,39013138,H
0408050640,38003112,H
0408050659,39052176,H
0408050667,39016145,H
0408050667,39020169,H
0408050675,39032167,H
0408050675,39038122,H
0408050675,39039145,H
0408050683,39014142,H
0408050691,39021173,H
0408050705,39020177,H
0408050713,39019179,H
0408050721,39054179,H
0408050730,39056171,H
0408050748,39055175,H
0408050756,39057178,H
0408050764,39023176,H
0408050772,39051170,H
0408050780,39024172,H
0408050799,39047130,H
0408050802,39046133,H
0408050810,39016137,H
0408050829,39064174,H
0408050837,39048136,H
0408050845,39038149,H
0408050853,39034151,H
0408050861,39016153,H
0408050870,39033155,H
0408050870,39034160,H
0408050888,39023141,H
0408050896,39017141,H
0408050900,39053172,H
0408050918,39018172,H
0408050926,39031160,H
0408050926,39041140,H
0408060018,39003191,H
0408060018,39007189,H
0408060018,39026167,H
0408060026,39041107,H
0408060034,39001067,H
0408060034,39001130,H
0408060034,39002152,H
0408060034,39005089,H
0408060042,08056013,A
0408060042,39003108,H
0408060042,39003175,H
0408060050,39005100,H
0408060050,39006107,H
0408060050,39006174,H
0408060050,39035107,H
0408060069,39016056,H
0408060069,39021076,H
0408060069,39028127,H
0408060077,39045170,H
0408060085,08053030,A
0408060085,08058024,A
0408060085,08062030,A
0408060085,08065039,A
0408060085,39009149,H
0408060085,39010074,H
0408060085,39017192,H
0408060093,39031128,H
0408060093,39041131,H
0408060107,39016315,H
0408060115,39002136,H
0408060115,39025152,H
0408060115,39030083,H
0408060123,39004120,H
0408060123,39006093,H
0408060123,39008070,H
0408060123,39008169,H
0408060123,39010147,H
0408060123,39011070,H
0408060123,39013057,H
0408060123,39024148,H
0408060131,39011100,H
0408060131,39014100,H
0408060131,39030091,H
0408060131,39046109,H
0408060131,39047105,H
0408060131,39047172,H
0408060140,39007103,H
0408060140,39009173,H
0408060158,08058016,A
0408060158,39040127,H
0408060158,39050149,H
0408060166,39005313,H
0408060166,39007090,H
0408060166,39010171,H
0408060166,39045102,H
0408060166,39067173,H
0408060166,39068170,H
0408060174,39004317,H
0408060174,39006085,H
0408060174,39008088,H
0408060174,39025098,H
0408060174,39028151,H
0408060174,39032060,H
0408060174,39033066,H
0408060174,39033082,H
0408060174,39035158,H
0408060174,39036081,H
0408060174,39036162,H
0408060174,39038130,H
0408060174,39040143,H
0408060174,39042138,H
0408060182,39008177,H
0408060182,39042103,H
0408060182,39063178,H
0408060190,39006131,H
0408060190,39007065,H
0408060190,39007146,H
0408060190,39008150,H
0408060190,39029158,H
0408060190,39030156,H
0408060190,39031152,H
0408060190,39034089,H
0408060190,39035166,H
0408060190,39039137,H
0408060190,39040135,H
0408060190,39049132,H
0408060204,39010180,H
0408060212,08062099,A
0408060212,39001199,H
0408060220,08065047,A
0408060239,39003264,H
0408060247,39702235,H
0408060255,39007235,H
0408060263,39003230,H
0408060271,39702235,H
0408060280,39702235,H
0408060298,39004236,H
0408060301,08062102,A
0408060301,39005186,H
0408060310,39005232,H
0408060328,39001202,H
0408060336,39003205,H
0408060344,39013219,H
0408060352,08063044,A
0408060352,39001210,H
0408060360,39012212,H
0408060379,39003213,H
0408060379,39004210,H
0408060387,39007219,H
0408060395,39010210,H
0408060409,08063044,A
0408060409,39002217,H
0408060417,39038106,H
0408060425,08064059,A
0408060425,39002101,H
0408060425,39002179,H
0408060433,39008193,H
0408060433,39051102,H
0408060441,39002195,H
0408060441,39007197,H
0408060441,39009190,H
0408060441,39048101,H
0408060450,08062072,A
0408060450,08062080,A
0408060450,08062129,A
0408060450,39012182,H
0408060450,39012190,H
0408060450,39024164,H
0408060450,39045145,H
0408060450,39059170,H
0408060468,39002187,H
0408060468,39004180,H
0408060468,39013197,H
0408060468,39025071,H
0408060468,39049108,H
0408060468,39060179,H
0408060476,39011194,H
0408060476,39031144,H
0408060476,39053105,H
0408060484,39029093,H
0408060484,39050106,H
0408060492,39015106,H
0408060492,39017265,H
0408060506,39015106,H
0408060506,39018261,H
0408060514,39001261,H
0408060522,39002268,H
0408060530,39016196,H
0408060549,39009181,H
0408060549,39014193,H
0408060549,39052109,H
0408060557,39013316,H
0408060565,39012310,H
0408060573,39012174,H
0408060581,39007120,H
0408060581,39024075,H
0408060581,39030148,H
0408060581,39049175,H
0408060590,39003060,H
0408060590,39004082,H
0408060590,39027155,H
0408060590,39030067,H
0408060590,39031063,H
0408060590,39035131,H
0408060590,39036138,H
0408060590,39037134,H
0408060603,39008185,H
0408060611,39015319,H
0408060620,39014312,H
0408060638,39022102,H
0408060646,39044106,H
0408060646,39065170,H
0408060654,08056080,A
0408060662,38003074,H
0408060662,38004119,H
0408060670,39010082,H
0408060670,39030105,H
0408060689,08056099,A
0408060697,38007118,H
0408060697,38008076,H
0408060700,38006111,H
0408060700,38007070,H
0409010014,31018017,H
0409010022,31002030,H
0409010030,31003036,H
0409010049,31004032,H
0409010057,31005039,H
0409010065,31006035,H
0409010065,31015034,H
0409010073,31007031,H
0409010081,31009034,H
0409010090,08113025,A
0409010090,08113076,A
0409010090,31008038,H
0409010103,33011044,A
0409010111,33011079,A
0409010120,31014038,H
0409010138,31020011,H
0409010146,31011055,H
0409010154,08115036,A
0409010154,08115052,A
0409010162,08115087,A
0409010170,20011016,A
0409010170,31012027,H
0409010189,31022030,H
0409010189,97208000,H
0409010197,31005012,H
0409010200,31006019,H
0409010219,31007015,H
0409010227,31008011,H
0409010235,31022014,H
0409010243,31001017,H
0409010251,31009018,H
0409010260,31010016,H
0409010278,08118027,A
0409010286,31011012,H
0409010294,31023010,H
0409010294,33011362,A
0409010308,31012019,H
0409010316,31013015,H
0409010324,31014011,H
0409010332,31015018,H
0409010340,31016014,H
0409010359,08119112,A
0409010359,31001033,H
0409010359,31018033,H
0409010367,31019030,H
0409010367,31020038,H
0409010375,31010024,H
0409010383,08113033,A
0409010383,08113041,A
0409010383,31023037,H
0409010383,31024033,H
0409010391,31013023,H
0409010405,31017010,H
0409010413,31026036,H
0409010421,33011249,A
0409010430,31013031,H
0409010448,08113050,A
0409010456,31016030,H
0409010464,31021034,H
0409010472,31001025,H
0409010480,31027032,H
0409010499,31017037,H
0409010502,31012035,H
0409010510,31002021,H
0409010529,31003028,H
0409010537,31004024,H
0409010545,31005020,H
0409010553,31007023,H
0409010561,31006027,H
0409010570,31008020,H
0409010588,31009026,H
0409020010,08119082,A
0409020010,31005047,H
0409020028,08119090,A
0409020028,31006043,H
0409020036,08115079,A
0409020036,31003044,H
0409020044,31021042,H
0409020052,31019013,H
0409020060,08115109,A
0409020079,08115117,A
0409020079,31018041,H
0409020087,08115125,A
0409020087,31007040,H
0409020095,08115141,A
0409020095,31008046,H
0409020109,31009042,H
0409020117,08113068,A
0409020125,31014046,H
0409020133,31015042,H
0409020141,31016049,H
0409020150,31017045,H
0409020168,31010040,H
0409020168,31012043,H
0409020176,08115150,A
0409020176,31011047,H
0409020184,08115168,A
0409030015,31002056,H
0409030023,31005110,H
0409030031,31004059,H
0409030040,31005128,H
0409040010,08119040,A
0409040010,31003060,H
0409040029,08111030,A
0409040029,08119058,A
0409040029,31006086,H
0409040037,31002080,H
0409040045,31004083,H
0409040053,31001092,H
0409040061,08119074,A
0409040061,31001068,H
0409040070,08111057,A
0409040070,31005080,H
0409040088,08111049,A
0409040088,31002099,H
0409040088,31003095,H
0409040096,31002064,H
0409040100,08111065,A
0409040118,31001084,H
0409040126,31007074,H
0409040134,31006078,H
0409040142,31011071,H
0409040150,31005071,H
0409040169,08114030,A
0409040169,31004075,H
0409040177,31004067,H
0409040185,31009077,H
0409040193,31005063,H
0409040207,38003040,H
0409040215,08117012,A
0409040215,31002072,H
0409040223,08114021,A
0409040223,31010075,H
0409040231,31003079,H
0409040240,08111073,A
0409040240,31005098,H
0409050016,31001106,H
0409050024,31008100,H
0409050032,31005101,H
0409050040,31006108,H
0409050059,08119031,A
0409050059,08119120,A
0409050067,08116016,A
0409050075,38001047,H
0409050083,08116024,A
0409050083,31004105,H
0409050091,38048108,H
0409050105,38002043,H
0409050113,31011101,H
0409060011,08031053,A
0409060011,35018011,H
0409060020,34021027,H
0409060038,34001034,H
0409060046,08032041,A
0409060046,34005030,H
0409060054,34020039,H
0409060062,08031061,A
0409060070,35088010,H
0409060089,08033030,A
0409060097,08032050,A
0409060100,34014039,H
0409060119,34017038,H
0409060127,34011030,H
0409060135,34010033,H
0409060143,34009035,H
0409060151,34022031,H
0409060160,35012013,H
0409060178,08033064,A
0409060178,34008039,H
0409060186,34022040,H
0409060194,34012036,H
0409060208,34021035,H
0409060216,34001050,H
0409060224,34013032,H
0409060232,34001042,H
0409060240,34003045,H
0409060259,34002049,H
0409060267,34004041,H
0409060275,34006036,H
0409060283,31011039,H
0409070017,34009019,H
0409070025,34001026,H
0409070033,34003029,H
0409070033,34007032,H
0409070041,34004025,H
0409070050,34008020,H
0409070068,34007024,H
0409070076,34005021,H
0409070084,34006028,H
0409070092,34005021,H
0409070106,08032025,A
0409070106,34009027,H
0409070114,34014020,H
0409070122,08031100,A
0409070122,34004017,H
0409070130,34011013,H
0409070149,08032068,A
0409070149,34020020,H
0409070157,08032017,A
0409070157,08032076,A
0409070157,34001018,H
0409070157,34010017,H
0409070165,08031070,A
0409070165,34012010,H
0409070173,08031088,A
0409070181,08031096,A
0409070181,34003010,H
0409070190,34005013,H
0409070203,34019022,H
0409070211,34016023,H
0409070220,34008012,H
0409070238,34011021,H
0409070246,34010025,H
0409070254,31010032,H
0409070254,34012028,H
0409070262,38004046,H
0409070270,34013024,H
0409070289,34018026,H
0409070297,34006010,H
0409070300,34007016,H
0410010014,08042063,A
0410010014,42003075,H
0410010022,08042020,A
0410010030,08042039,A
0410010049,08042047,A
0410010049,42007070,H
0410010057,42005078,H
0410010065,42004071,H
0410010073,38003139,H
0410010081,08012067,A
0410010081,38004135,H
0410010090,38003155,H
0410010103,08012040,A
0410010111,42010071,H
0410010120,42011078,H
0411010018,08033013,A
0411010018,35017015,H
0411010026,35028017,H
0411010034,35009012,H
0411010034,35026014,H
0411010042,35082011,H
0411010042,35084014,H
0411010042,35085010,H
0411010050,35016019,H
0411010069,08031126,A
0411010077,08033021,A
0411010077,35019018,H
0411010085,35015012,H
0411020013,08032033,A
0411020013,35014016,H
0411020021,35013010,H
0411020030,35011017,H
0411020048,35008016,H
0412010011,42006040,H
0412010020,42023068,H
0412010038,42009030,H
0412010046,42013038,H
0412010062,08101043,A
0412010062,42007038,H
0412010070,42017033,H
0412010089,42015030,H
0412010097,42016037,H
0412010100,42006031,H
0412010119,42008034,H
0412010127,42010039,H
0412010135,42001013,H
0412010143,42014034,H
0412020017,42002052,H
0412020025,42007054,H
0412020033,42001056,H
0412020050,42004055,H
0412020068,41001036,H
0412020076,42012031,H
0412020084,42008050,H
0412030012,42003016,H
0412030047,42004020,H
0412030055,42006023,H
0412030063,42002028,H
0412030071,42005027,H
0412030080,42008026,H
0412040018,42001064,H
0412040026,42003067,H
0412040034,42016061,H
0412040042,42020069,H
0412040050,42022061,H
0412040069,42018064,H
0412040085,39001032,H
0412040107,42024064,H
0412040115,42011060,H
0412040123,42005060,H
0412040131,42017068,H
0412040158,42006066,H
0412040166,42008069,H
0412040174,42007062,H
0412040182,42002060,H
0412040190,42012066,H
0412040204,42014069,H
0412040212,42007020,H
0412040220,42021065,H
0412050013,42019010,H
0412050030,42019060,H
0412050048,42004012,H
0412050064,42005019,H
0412050072,42020018,H
0412050080,42017017,H
0412050102,42012015,H
0412050110,42011019,H
0412050137,42021014,H
0412050145,42018013,H
0412050153,42022010,H
0413010015,38051141,H
0413010015,38056143,H
0413010023,08151016,A
0413010031,38052032,A
0413010040,38052024,A
0413010058,38052016,A
0413010058,38052040,A
0413010066,38050145,H
0413010066,38053144,H
0413010066,38055147,H
0413010074,99600153,H
0413010082,38049147,H
0413010082,38052148,H
0413010082,38054140,H
0413010090,38048140,H
0413030016,38062011,H
0413030024,38062020,H
0413030032,38062054,H
0413030040,08012121,A
0413030059,38062070,H
0413030067,38062062,H
0413030075,38062038,H
0413030083,38062046,H
0413040011,08012016,A
0413040020,38006120,H
0413040038,38002060,H
0413040038,38003066,H
0413040046,38001136,H
0413040054,38058138,H
0413040062,38061139,H
0413040070,38060060,H
0413040089,38059061,H
0413040097,38009013,H
0413040100,38010011,H
0413040119,38004100,H
0413040127,38005107,H
0413040135,38003104,H
0413040143,38006103,H
0413040151,08012091,A
0413040151,38012014,H
0413040151,38013010,H
0413040160,38002116,H
0413040178,38025019,H
0413040186,38005131,H
0413040194,38004062,H
0413040208,38006073,H
0413040208,38008114,H
0413040216,38005123,H
0413040216,38008122,H
0413040224,38005069,H
0413040232,38001101,H
0413040240,38005077,H
0414010027,43002013,H
0414010035,43001017,H
0414010256,44017049,H
0414010272,44018045,H
0414010329,44005040,H
0414020022,10051015,A
0414020022,10051376,A
0414020030,10051023,A
0414020049,10051058,A
0414020057,10051066,A
0414020065,10051074,A
0414020073,10051082,A
0414020081,10021027,A
0414020090,10051090,A
0414020120,03041018,A
0414020138,03041026,A
0414020146,10051147,A
0414020154,10021035,A
0414020162,10021051,A
0414020170,10051155,A
0414020200,10051163,A
0414020200,10051171,A
0414020219,10051384,A
0414020243,10051210,A
0414020278,10051244,A
0414020294,10051252,A
0414020359,03041069,A
0414020367,10051040,A
0414020375,10021019,A
0414020383,03041050,A
0414020405,03041077,A
0414020405,10051368,A
0415010012,31000002,H
0415010012,33000000,H
0415020018,38000008,H
0415030013,39000001,H
0415040027,38018012,H
0415040035,48020117,H
0415040043,08072043,A
0415040051,33011109,A
0416010016,31701108,H
0416010024,31704034,H
0416010040,31705030,H
0416010075,31707017,H
0416010091,31712010,H
0416010113,31704077,H
0416010121,31703054,H
0416010130,31704050,H
0416010164,31701116,H
0416010172,31723039,H
0416010180,31704026,H
0416010199,31707025,H
0416020020,32718039,H
0416030025,33714029,H
0416030033,33706026,H
0416030041,33707022,H
0416030068,33701032,H
0416030076,33704031,H
0416030084,41701011,H
0416030092,33713022,H
0416040012,33701083,H
0416040020,33706085,H
0416040039,33703043,H
0416040047,33704040,H
0416040055,33705046,H
0416040071,33705054,H
0416040101,33710082,H
0416040110,33704090,H
0416040128,33701091,H
0416040144,33704120,H
0416050018,33702063,H
0416050026,33706069,H
0416050034,33707065,H
0416050050,33716064,H
0416050077,33722064,H
0416060013,34719032,H
0416060021,34701052,H
0416060030,34701028,H
0416060056,34704124,H
0416060064,34709037,H
0416060080,34701036,H
0416060099,34706011,H
0416060102,34707018,H
0416080014,38722011,H
0416080030,38707012,H
0416080081,38701162,H
0416080090,38702169,H
0416090010,39706125,H
0416090028,39705056,H
0416090036,39704114,H
0416090079,39711234,H
0416090109,39703231,H
0416110010,42704014,H
0416110029,42705010,H
0416110037,42708060,H
0416110045,42705061,H
0416110053,42707064,H
0416120024,42705070,H
0416120032,42704073,H
0416120040,42708079,H
0416120059,42008077,H
0417010010,95005013,H
0417010028,95003010,H
0417010036,95006010,H
0417010044,45000050,H
0417010044,99600072,H
0417010052,22011013,A
0417010052,22012010,A
0417010052,45000050,H
0417010052,99600072,H
0417010060,22011013,A
0417010060,22012010,A
0417010060,45000050,H
0418010013,27011089,A
0418010021,27011070,A
0418010030,27011038,A
0418010048,27011011,A
0418010056,97023000,H
0418010064,27011020,A
0418010072,99051001,H
0418010080,27011046,A
0418010099,27011054,A
0418020019,27011097,A
0418020027,27011100,A
0418020035,27011062,A
0501010017,37011049,A
0501010025,30011019,A
0501010050,30011043,A
0501010068,30011051,A
0501030018,30012031,A
0501030026,30012040,A
0501030034,30012058,A
0501030042,30012015,A
0501030050,30012023,A
0501040013,30022045,A
0501040064,30023025,A
0501040064,30031010,A
0501050019,30021022,A
0501060014,99800136,H
0501060022,99800527,H
0501060030,99800144,H
0501060049,99800110,H
0501060049,99800500,H
0501070010,30042011,A
0501070028,11066032,A
0501070036,99800101,H
0501080015,38023016,A
0501080015,99801051,H
0501080023,38021030,A
0501080023,99801094,H
0501080031,38021013,A
0501080031,99801019,H
0501080040,99802015,H
0501080058,38021021,A
0501080058,99884011,H
0501080066,38024012,A
0501080066,99801078,H
0501080074,38021048,A
0501080074,99801132,H
0501080082,99801116,H
0501080090,38022010,A
0501080090,99801035,H
0502010010,62004034,H
0502010029,62003011,H
0503010014,62001000,H
0503010022,46807012,H
0503010022,46808019,H
0503010022,46809015,H
0503010022,46810013,H
0503010022,46811010,H
0503010022,46812016,H
0503010022,46821015,H
0503010022,46825010,H
0503020010,46826017,H
0503020028,31800017,H
0503030015,99800152,H
0503030015,99800535,H
0503030015,99800543,H
0503030023,46807012,H
0503030023,99800195,H
0503030023,99800217,H
0503030040,46811010,H
0503030040,99800314,H
0503030040,99800330,H
0503030058,08144117,A
0503030058,99800179,H
0503030066,46825010,H
0503030066,99800373,H
0503030066,99800390,H
0503030074,99800233,H
0503030074,99800250,H
0503030082,46809015,H
0503030082,99800276,H
0503030082,99800292,H
0503040010,99800357,H
0503040045,96800011,H
0503040045,96800038,H
0503040053,62002007,H
0504010018,30041040,A
0504010018,62005030,H
0504010026,30041015,A
0504010026,62005014,H
0504010034,30041031,A
0504010034,62005022,H
0504020013,99860015,H
0504020021,99860040,H
0504020030,99860058,H
0504020048,99860023,H
0504020056,99860031,H
0504030027,93323174,H
0505010011,46814019,H
0505010020,46815015,H
0505010038,46818014,H
0505010046,46820019,H
0505010054,46817018,H
0505010062,46819010,H
0505010070,46813012,H
0505010089,46816011,H
0505010097,08146101,A
0505010097,36010022,H
0505010127,08147060,A
0505010127,36005061,H
0505020017,31803024,H
0505020025,31803016,H
0505020041,46800018,H
0505020041,47800011,H
0505020050,46800085,H
0505020050,47800089,H
0505020068,46827013,H
0505020076,46805010,H
0505020076,46806016,H
0505020084,46801014,H
0505020084,47801018,H
0505020092,31805019,H
0505020106,31802010,H
0506010015,38011018,A
0506020010,91802016,H
0506020029,91800013,H
0506020037,91801010,H
0506020045,47810017,H
0506020045,99801507,H
0506020045,99801523,H
0603010016,99073013,H
0603020011,99071010,H
0603020020,99072017,H
0603020038,99061015,H
0603020046,99070014,H
0603020054,99062011,H
0603020097,99076012,H
0603030017,99020017,H
0603030033,92042015,H
0603040012,99092018,H
0603050018,99082012,H
0603050026,99087014,H
0603050034,99063018,H
0603060013,99065010,H
0603070019,92037011,H
0603080014,99882019,H
0603080022,99883015,H
0603080030,99872013,H
0603080049,99870010,H
0603080057,99871017,H
0603080065,99887010,H
0603080081,99886014,H
0603080103,99876019,H
0603080120,99873010,H
0603080138,99879018,H
0603080146,99889013,H
0603080162,99892014,H
0603080170,99888017,H
0603080189,99891018,H
0603080197,99881012,H
0603080200,99885018,H
0603080219,99880016,H
0603080227,99890011,H
0701010010,21053049,A
0701010029,21051011,A
0701010037,21051020,A
0701010045,21051038,A
0701010053,21052018,A
0701010061,21052026,A
0701010070,21052034,A
0701010088,21052042,A
0701010096,21052050,A
0701010100,21051046,A
0701010118,21053030,A
0701010126,21053022,A
0701010134,21053014,A
0701010142,21055017,A
0701010150,21055025,A
0701010169,21055041,A
0701010177,21055033,A
0701020016,21054070,A
0701020024,21054061,A
0701020032,21054037,A
0701020040,21054096,A
0701020059,21054088,A
0701020067,21054142,A
0701020075,21054134,A
0701020083,21054312,A
0701020091,21054185,A
0701020105,21054193,A
0701020113,21054215,A
0701020121,21054207,A
0701020130,21054029,A
0701020148,21054150,A
0701020156,21054169,A
0701020164,21054320,A
0701020172,21054240,A
0701020180,21054258,A
0701020199,21054231,A
0701020202,21054266,A
0701020210,21054304,A
0701020229,21054290,A
0701020237,21054339,A
0701020245,21054282,A
0701020253,21054274,A
0701020261,21054126,A
0701020270,21054223,A
0701020288,21054100,A
0701020296,21054053,A
0701020300,21054045,A
0701020318,21054118,A
0701020326,21054177,A
0701020334,21056056,A
0701020342,21056102,A
0701020350,21056048,A
0701020369,21056021,A
0701020377,21056234,A
0701020385,21056080,A
0701020393,21056013,A
0701020407,21056072,A
0701020415,21056099,A
0701020423,21056030,A
0701020431,21056170,A
0701020440,21056129,A
0701020458,21056110,A
0701020466,21056137,A
0701020474,21056153,A
0701020482,21056145,A
0701020490,21056161,A
0701020504,21056188,A
0701020512,21061017,A
0701020520,21056064,A
0701020539,21056196,A
0701020547,21056200,A
0701020555,21056218,A
0701020563,21056226,A
0701030011,39021130,A
0701030020,39021149,A
0701030038,39021041,A
0701030046,39021050,A
0701030054,39021068,A
0701030062,39021076,A
0701030070,39021084,A
0701030089,39021092,A
0701030097,39021106,A
0701030100,39021114,A
0701030119,39021122,A
0701030127,39021017,A
0701030135,39021025,A
0701030143,39021033,A
0701030151,39012026,A
0701030160,39022137,A
0701030178,39022145,A
0701030186,39022048,A
0701030194,39022056,A
0701030208,39022064,A
0701030216,39022072,A
0701030224,39022080,A
0701030232,39022099,A
0701030240,39022102,A
0701030259,39022110,A
0701030267,39022129,A
0701030275,39022013,A
0701030283,39022021,A
0701030291,39022030,A
0701040017,21021015,A
0701040025,21021023,A
0701040033,21021031,A
0701040041,21021031,A
0701040050,21021040,A
0701040068,21021058,A
0701040068,21021066,A
0701050012,21031029,A
0701050020,21031010,A
0701050020,21031037,A
0701050047,21031045,A
0701060018,21031096,A
0701060026,21031061,A
0701060026,21031070,A
0701060034,21031088,A
0701060042,21031053,A
0701070013,10031022,A
0701070021,10031030,A
0701070030,10082018,A
0701070048,10082034,A
0701070048,10084010,A
0701070056,10081011,A
0701070064,10031014,A
0701070072,10082085,A
0701070080,10031057,A
0701070099,10083030,A
0701070102,10083049,A
0701070110,10082093,A
0701070110,10083014,A
0701070129,10082131,A
0701070137,10082140,A
0701070145,10082042,A
0701070145,10084029,A
0701070145,10084037,A
0701070145,10084045,A
0701070145,10084053,A
0701070145,10084061,A
0701070145,10084070,A
0701070145,10084088,A
0701080027,10091017,A
0701080043,10084100,A
0701080051,10092013,A
0701080060,10091050,A
0701080078,10091025,A
0701080086,10091033,A
0701080094,10084096,A
0701090014,21057095,A
0701090022,21057010,A
0701090030,21057028,A
0701090049,21057036,A
0701090057,21057044,A
0701090065,21057079,A
0701090073,21057052,A
0701090081,21057087,A
